feature,formula,intensity,sample_name,orbitrap_id,sample_type,site,transect_location,horizon,HC,OC,C,H,N,O,S,P,AImod,NOSC,DBE_AI,DBE,DBE_C,Class,Class_detailed,Class_chem
X49730_POS_8_198.055,C12 H7 O2 N1,0.068171135,COMP_50,C50_OWC_T_B,OWC-transition-B,OWC,transition,B,0.583333333,0.166666667,12,7,1,2,0,0,0.8,0,7,10,0.5833,condensed aromatic,condensed aromatic,condensed HC
X49730_POS_8_198.055,C12 H7 O2 N1,0.008542925,COMP_47,C47_OWC_T_B,OWC-transition-B,OWC,transition,B,0.583333333,0.166666667,12,7,1,2,0,0,0.8,0,7,10,0.5833,condensed aromatic,condensed aromatic,condensed HC
X49730_POS_8_198.055,C12 H7 O2 N1,0.28914067,COMP_30,C30_OWC_U_A,OWC-upland-A,OWC,upland,A,0.583333333,0.166666667,12,7,1,2,0,0,0.8,0,7,10,0.5833,condensed aromatic,condensed aromatic,condensed HC
X49730_POS_8_198.055,C12 H7 O2 N1,0.278838579,COMP_49,C49_OWC_T_B,OWC-transition-B,OWC,transition,B,0.583333333,0.166666667,12,7,1,2,0,0,0.8,0,7,10,0.5833,condensed aromatic,condensed aromatic,condensed HC
X49730_POS_8_198.055,C12 H7 O2 N1,0.063425653,COMP_23,C23_MSM_T_B,MSM-transition-B,MSM,transition,B,0.583333333,0.166666667,12,7,1,2,0,0,0.8,0,7,10,0.5833,condensed aromatic,condensed aromatic,condensed HC
X49730_POS_8_198.055,C12 H7 O2 N1,0.997255441,COMP_27,C27_OWC_U_A,OWC-upland-A,OWC,upland,A,0.583333333,0.166666667,12,7,1,2,0,0,0.8,0,7,10,0.5833,condensed aromatic,condensed aromatic,condensed HC
X49770_POS_9_157.05,C7 H8 O4,0.059312895,COMP_11,C11_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.142857143,0.571428571,7,8,0,4,0,0,0.4,0,0,4,0,unsaturated/lignin,unsaturated/lignin,lignin
X49770_POS_9_157.05,C7 H8 O4,0.047679731,COMP_13,C13_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.142857143,0.571428571,7,8,0,4,0,0,0.4,0,0,4,0,unsaturated/lignin,unsaturated/lignin,lignin
X49770_POS_9_157.05,C7 H8 O4,0.054174331,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.142857143,0.571428571,7,8,0,4,0,0,0.4,0,0,4,0,unsaturated/lignin,unsaturated/lignin,lignin
X49770_POS_9_157.05,C7 H8 O4,0.077120605,COMP_15,C15_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.142857143,0.571428571,7,8,0,4,0,0,0.4,0,0,4,0,unsaturated/lignin,unsaturated/lignin,lignin
X49770_POS_9_157.05,C7 H8 O4,0.047680848,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.142857143,0.571428571,7,8,0,4,0,0,0.4,0,0,4,0,unsaturated/lignin,unsaturated/lignin,lignin
X49772_POS_9_180.066,C9 H9 O3 N1,0.031530801,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1,0.333333333,9,9,1,3,0,0,0.5385,0,2,6,0.2222,aromatic,aromatic,lignin
X49772_POS_9_180.066,C9 H9 O3 N1,0.009537897,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1,0.333333333,9,9,1,3,0,0,0.5385,0,2,6,0.2222,aromatic,aromatic,lignin
X49772_POS_9_180.066,C9 H9 O3 N1,0.158267798,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1,0.333333333,9,9,1,3,0,0,0.5385,0,2,6,0.2222,aromatic,aromatic,lignin
X49772_POS_9_180.066,C9 H9 O3 N1,0.018498761,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1,0.333333333,9,9,1,3,0,0,0.5385,0,2,6,0.2222,aromatic,aromatic,lignin
X49772_POS_9_180.066,C9 H9 O3 N1,0.104537056,COMP_15,C15_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1,0.333333333,9,9,1,3,0,0,0.5385,0,2,6,0.2222,aromatic,aromatic,lignin
X49772_POS_9_180.066,C9 H9 O3 N1,0.514500848,COMP_11,C11_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1,0.333333333,9,9,1,3,0,0,0.5385,0,2,6,0.2222,aromatic,aromatic,lignin
X49772_POS_9_180.066,C9 H9 O3 N1,0.173538738,COMP_13,C13_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1,0.333333333,9,9,1,3,0,0,0.5385,0,2,6,0.2222,aromatic,aromatic,lignin
X49772_POS_9_180.066,C9 H9 O3 N1,0.054367396,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1,0.333333333,9,9,1,3,0,0,0.5385,0,2,6,0.2222,aromatic,aromatic,lignin
X49772_POS_9_180.066,C9 H9 O3 N1,0.031309124,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1,0.333333333,9,9,1,3,0,0,0.5385,0,2,6,0.2222,aromatic,aromatic,lignin
X49777_POS_9_200.092,C9 H13 O4 N1,0.237824027,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.444444444,0.444444444,9,13,1,4,0,0,0.1667,-0.2222,-1,4,-0.1111,unsaturated/lignin,unsaturated/lignin,lignin
X49777_POS_9_200.092,C9 H13 O4 N1,0.144845155,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.444444444,0.444444444,9,13,1,4,0,0,0.1667,-0.2222,-1,4,-0.1111,unsaturated/lignin,unsaturated/lignin,lignin
X49777_POS_9_200.092,C9 H13 O4 N1,1.547810694,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.444444444,0.444444444,9,13,1,4,0,0,0.1667,-0.2222,-1,4,-0.1111,unsaturated/lignin,unsaturated/lignin,lignin
X49777_POS_9_200.092,C9 H13 O4 N1,0.097263879,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.444444444,0.444444444,9,13,1,4,0,0,0.1667,-0.2222,-1,4,-0.1111,unsaturated/lignin,unsaturated/lignin,lignin
X49779_POS_9_202.086,C12 H11 O2 N1,0.039011845,COMP_15,C15_MSM_W_O,MSM-wetland-O,MSM,wetland,O,0.916666667,0.166666667,12,11,1,2,0,0,0.6,-0.3333,5,8,0.4167,aromatic,aromatic,lignin
X49779_POS_9_202.086,C12 H11 O2 N1,13.33225393,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,0.916666667,0.166666667,12,11,1,2,0,0,0.6,-0.3333,5,8,0.4167,aromatic,aromatic,lignin
X49779_POS_9_202.086,C12 H11 O2 N1,0.690444368,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,0.916666667,0.166666667,12,11,1,2,0,0,0.6,-0.3333,5,8,0.4167,aromatic,aromatic,lignin
X49779_POS_9_202.086,C12 H11 O2 N1,0.015226278,COMP_11,C11_MSM_W_O,MSM-wetland-O,MSM,wetland,O,0.916666667,0.166666667,12,11,1,2,0,0,0.6,-0.3333,5,8,0.4167,aromatic,aromatic,lignin
X49779_POS_9_202.086,C12 H11 O2 N1,1.619123111,COMP_13,C13_MSM_W_O,MSM-wetland-O,MSM,wetland,O,0.916666667,0.166666667,12,11,1,2,0,0,0.6,-0.3333,5,8,0.4167,aromatic,aromatic,lignin
X49779_POS_9_202.086,C12 H11 O2 N1,0.787244217,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,0.916666667,0.166666667,12,11,1,2,0,0,0.6,-0.3333,5,8,0.4167,aromatic,aromatic,lignin
X49779_POS_9_202.086,C12 H11 O2 N1,24.19119239,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,0.916666667,0.166666667,12,11,1,2,0,0,0.6,-0.3333,5,8,0.4167,aromatic,aromatic,lignin
X49779_POS_9_202.086,C12 H11 O2 N1,0.281153767,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,0.916666667,0.166666667,12,11,1,2,0,0,0.6,-0.3333,5,8,0.4167,aromatic,aromatic,lignin
X49779_POS_9_202.086,C12 H11 O2 N1,0.369208823,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,0.916666667,0.166666667,12,11,1,2,0,0,0.6,-0.3333,5,8,0.4167,aromatic,aromatic,lignin
X49780_POS_9_209.128,C11 H16 O2 N2,0.299422908,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.454545455,0.181818182,11,16,2,2,0,0,0.25,-0.5455,1,5,0.0909,unsaturated/lignin,unsaturated/lignin,lignin
X49780_POS_9_209.128,C11 H16 O2 N2,0.062499739,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.454545455,0.181818182,11,16,2,2,0,0,0.25,-0.5455,1,5,0.0909,unsaturated/lignin,unsaturated/lignin,lignin
X49780_POS_9_209.128,C11 H16 O2 N2,0.123152155,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.454545455,0.181818182,11,16,2,2,0,0,0.25,-0.5455,1,5,0.0909,unsaturated/lignin,unsaturated/lignin,lignin
X49780_POS_9_209.128,C11 H16 O2 N2,0.06283295,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.454545455,0.181818182,11,16,2,2,0,0,0.25,-0.5455,1,5,0.0909,unsaturated/lignin,unsaturated/lignin,lignin
X49784_POS_9_224.165,C13 H21 O2 N1,0.114737841,COMP_13,C13_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.615384615,0.153846154,13,21,1,2,0,0,0.1818,-1.0769,1,4,0.0769,aliphatic,aliphatic+N,lipid
X49784_POS_9_224.165,C13 H21 O2 N1,0.129006171,COMP_11,C11_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.615384615,0.153846154,13,21,1,2,0,0,0.1818,-1.0769,1,4,0.0769,aliphatic,aliphatic+N,lipid
X49784_POS_9_224.165,C13 H21 O2 N1,3.784933956,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.615384615,0.153846154,13,21,1,2,0,0,0.1818,-1.0769,1,4,0.0769,aliphatic,aliphatic+N,lipid
X49784_POS_9_224.165,C13 H21 O2 N1,0.199564673,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.615384615,0.153846154,13,21,1,2,0,0,0.1818,-1.0769,1,4,0.0769,aliphatic,aliphatic+N,lipid
X49784_POS_9_224.165,C13 H21 O2 N1,0.549686198,COMP_15,C15_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.615384615,0.153846154,13,21,1,2,0,0,0.1818,-1.0769,1,4,0.0769,aliphatic,aliphatic+N,lipid
X49791_POS_9_244.154,C12 H21 O4 N1,1.789117727,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.75,0.333333333,12,21,1,4,0,0,0,-0.8333,-2,3,-0.1667,aliphatic,aliphatic+N,protein
X49791_POS_9_244.154,C12 H21 O4 N1,0.10827163,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.75,0.333333333,12,21,1,4,0,0,0,-0.8333,-2,3,-0.1667,aliphatic,aliphatic+N,protein
X49791_POS_9_244.154,C12 H21 O4 N1,0.085762886,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.75,0.333333333,12,21,1,4,0,0,0,-0.8333,-2,3,-0.1667,aliphatic,aliphatic+N,protein
X49791_POS_9_244.154,C12 H21 O4 N1,18.38455992,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.75,0.333333333,12,21,1,4,0,0,0,-0.8333,-2,3,-0.1667,aliphatic,aliphatic+N,protein
X49794_POS_9_261.242,C15 H32 O3,0.508046636,COMP_18,C18_MSM_U_B,MSM-upland-B,MSM,upland,B,2.133333333,0.2,15,32,0,3,0,0,-0.1111,-1.7333,-3,0,-0.2,aliphatic,lipid,lipid
X49794_POS_9_261.242,C15 H32 O3,0.093666167,COMP_19,C19_MSM_U_B,MSM-upland-B,MSM,upland,B,2.133333333,0.2,15,32,0,3,0,0,-0.1111,-1.7333,-3,0,-0.2,aliphatic,lipid,lipid
X49794_POS_9_261.242,C15 H32 O3,0.075533155,COMP_20,C20_MSM_U_B,MSM-upland-B,MSM,upland,B,2.133333333,0.2,15,32,0,3,0,0,-0.1111,-1.7333,-3,0,-0.2,aliphatic,lipid,lipid
X49794_POS_9_261.242,C15 H32 O3,0.179767256,COMP_16,C16_MSM_U_B,MSM-upland-B,MSM,upland,B,2.133333333,0.2,15,32,0,3,0,0,-0.1111,-1.7333,-3,0,-0.2,aliphatic,lipid,lipid
X49794_POS_9_261.242,C15 H32 O3,2.372785828,COMP_17,C17_MSM_U_B,MSM-upland-B,MSM,upland,B,2.133333333,0.2,15,32,0,3,0,0,-0.1111,-1.7333,-3,0,-0.2,aliphatic,lipid,lipid
X49795_POS_9_267.232,C17 H30 O2,4.362578186,COMP_50,C50_OWC_T_B,OWC-transition-B,OWC,transition,B,1.764705882,0.117647059,17,30,0,2,0,0,0.125,-1.5294,1,3,0.0588,aliphatic,aliphatic,lipid
X49795_POS_9_267.232,C17 H30 O2,1.189856233,COMP_48,C48_OWC_T_B,OWC-transition-B,OWC,transition,B,1.764705882,0.117647059,17,30,0,2,0,0,0.125,-1.5294,1,3,0.0588,aliphatic,aliphatic,lipid
X49795_POS_9_267.232,C17 H30 O2,0.098844065,COMP_47,C47_OWC_T_B,OWC-transition-B,OWC,transition,B,1.764705882,0.117647059,17,30,0,2,0,0,0.125,-1.5294,1,3,0.0588,aliphatic,aliphatic,lipid
X49795_POS_9_267.232,C17 H30 O2,3.245307883,COMP_46,C46_OWC_T_B,OWC-transition-B,OWC,transition,B,1.764705882,0.117647059,17,30,0,2,0,0,0.125,-1.5294,1,3,0.0588,aliphatic,aliphatic,lipid
X49795_POS_9_267.232,C17 H30 O2,0.169228226,COMP_49,C49_OWC_T_B,OWC-transition-B,OWC,transition,B,1.764705882,0.117647059,17,30,0,2,0,0,0.125,-1.5294,1,3,0.0588,aliphatic,aliphatic,lipid
X49802_POS_9_390.249,C19 H35 O7 N1,0.263047474,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.842105263,0.368421053,19,35,1,7,0,0,-0.1034,-0.9474,-5,3,-0.2632,aliphatic,aliphatic+N,protein
X49802_POS_9_390.249,C19 H35 O7 N1,1.599403196,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.842105263,0.368421053,19,35,1,7,0,0,-0.1034,-0.9474,-5,3,-0.2632,aliphatic,aliphatic+N,protein
X49802_POS_9_390.249,C19 H35 O7 N1,0.131794117,COMP_13,C13_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.842105263,0.368421053,19,35,1,7,0,0,-0.1034,-0.9474,-5,3,-0.2632,aliphatic,aliphatic+N,protein
X49802_POS_9_390.249,C19 H35 O7 N1,0.223165545,COMP_11,C11_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.842105263,0.368421053,19,35,1,7,0,0,-0.1034,-0.9474,-5,3,-0.2632,aliphatic,aliphatic+N,protein
X49802_POS_9_390.249,C19 H35 O7 N1,2.115369022,COMP_15,C15_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.842105263,0.368421053,19,35,1,7,0,0,-0.1034,-0.9474,-5,3,-0.2632,aliphatic,aliphatic+N,protein
X50495_POS_10_156.066,C7 H9 O3 N1,0.035499097,COMP_15,C15_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.285714286,0.428571429,7,9,1,3,0,0,0.3333,0,0,4,0,unsaturated/lignin,unsaturated/lignin,lignin
X50495_POS_10_156.066,C7 H9 O3 N1,0.055092872,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.285714286,0.428571429,7,9,1,3,0,0,0.3333,0,0,4,0,unsaturated/lignin,unsaturated/lignin,lignin
X50495_POS_10_156.066,C7 H9 O3 N1,0.332906131,COMP_11,C11_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.285714286,0.428571429,7,9,1,3,0,0,0.3333,0,0,4,0,unsaturated/lignin,unsaturated/lignin,lignin
X50495_POS_10_156.066,C7 H9 O3 N1,0.033770225,COMP_13,C13_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.285714286,0.428571429,7,9,1,3,0,0,0.3333,0,0,4,0,unsaturated/lignin,unsaturated/lignin,lignin
X50495_POS_10_156.066,C7 H9 O3 N1,0.024838701,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.285714286,0.428571429,7,9,1,3,0,0,0.3333,0,0,4,0,unsaturated/lignin,unsaturated/lignin,lignin
X50497_POS_10_161.117,C8 H16 O3,1.286262522,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2,0.375,8,16,0,3,0,0,-0.0769,-1.25,-2,1,-0.25,aliphatic,lipid,protein
X50497_POS_10_161.117,C8 H16 O3,0.394108119,COMP_15,C15_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2,0.375,8,16,0,3,0,0,-0.0769,-1.25,-2,1,-0.25,aliphatic,lipid,protein
X50497_POS_10_161.117,C8 H16 O3,0.065513556,COMP_13,C13_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2,0.375,8,16,0,3,0,0,-0.0769,-1.25,-2,1,-0.25,aliphatic,lipid,protein
X50497_POS_10_161.117,C8 H16 O3,0.034307842,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2,0.375,8,16,0,3,0,0,-0.0769,-1.25,-2,1,-0.25,aliphatic,lipid,protein
X50497_POS_10_161.117,C8 H16 O3,0.060780946,COMP_11,C11_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2,0.375,8,16,0,3,0,0,-0.0769,-1.25,-2,1,-0.25,aliphatic,lipid,protein
X50497_POS_10_161.117,C8 H16 O3,0.868294661,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,2,0.375,8,16,0,3,0,0,-0.0769,-1.25,-2,1,-0.25,aliphatic,lipid,protein
X50497_POS_10_161.117,C8 H16 O3,0.061732386,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,2,0.375,8,16,0,3,0,0,-0.0769,-1.25,-2,1,-0.25,aliphatic,lipid,protein
X50497_POS_10_161.117,C8 H16 O3,0.024812542,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,2,0.375,8,16,0,3,0,0,-0.0769,-1.25,-2,1,-0.25,aliphatic,lipid,protein
X50497_POS_10_161.117,C8 H16 O3,0.049645068,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,2,0.375,8,16,0,3,0,0,-0.0769,-1.25,-2,1,-0.25,aliphatic,lipid,protein
X50500_POS_10_179.081,C9 H10 O2 N2,1.745981192,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.111111111,0.222222222,9,10,2,2,0,0,0.5,0,2,6,0.2222,unsaturated/lignin,unsaturated/lignin,lignin
X50500_POS_10_179.081,C9 H10 O2 N2,0.092953565,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.111111111,0.222222222,9,10,2,2,0,0,0.5,0,2,6,0.2222,unsaturated/lignin,unsaturated/lignin,lignin
X50500_POS_10_179.081,C9 H10 O2 N2,0.042725757,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.111111111,0.222222222,9,10,2,2,0,0,0.5,0,2,6,0.2222,unsaturated/lignin,unsaturated/lignin,lignin
X50500_POS_10_179.081,C9 H10 O2 N2,0.077001937,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.111111111,0.222222222,9,10,2,2,0,0,0.5,0,2,6,0.2222,unsaturated/lignin,unsaturated/lignin,lignin
X50501_POS_10_180.066,C9 H9 O3 N1,0.04074413,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1,0.333333333,9,9,1,3,0,0,0.5385,0,2,6,0.2222,aromatic,aromatic,lignin
X50501_POS_10_180.066,C9 H9 O3 N1,0.073500261,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1,0.333333333,9,9,1,3,0,0,0.5385,0,2,6,0.2222,aromatic,aromatic,lignin
X50501_POS_10_180.066,C9 H9 O3 N1,1.899951721,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1,0.333333333,9,9,1,3,0,0,0.5385,0,2,6,0.2222,aromatic,aromatic,lignin
X50501_POS_10_180.066,C9 H9 O3 N1,0.065545537,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1,0.333333333,9,9,1,3,0,0,0.5385,0,2,6,0.2222,aromatic,aromatic,lignin
X50502_POS_10_182.118,C10 H15 O2 N1,0.821095801,COMP_20,C20_MSM_U_B,MSM-upland-B,MSM,upland,B,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.115321604,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,6.834613442,COMP_17,C17_MSM_U_B,MSM-upland-B,MSM,upland,B,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.212725674,COMP_16,C16_MSM_U_B,MSM-upland-B,MSM,upland,B,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.052699045,COMP_18,C18_MSM_U_B,MSM-upland-B,MSM,upland,B,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.352560408,COMP_33,C33_OWC_T_A,OWC-transition-A,OWC,transition,A,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.121393111,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.03430373,COMP_19,C19_MSM_U_B,MSM-upland-B,MSM,upland,B,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.074506115,COMP_15,C15_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.086582684,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.038764419,COMP_32,C32_OWC_T_A,OWC-transition-A,OWC,transition,A,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.933512226,COMP_13,C13_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,25.29833855,COMP_11,C11_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.059219456,COMP_35,C35_OWC_T_A,OWC-transition-A,OWC,transition,A,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.312942814,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.094069041,COMP_34,C34_OWC_T_A,OWC-transition-A,OWC,transition,A,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.145858023,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,0.508849596,COMP_31,C31_OWC_T_A,OWC-transition-A,OWC,transition,A,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50502_POS_10_182.118,C10 H15 O2 N1,1.722655292,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,1.5,0.2,10,15,1,2,0,0,0.25,-0.8,1,4,0.1,aliphatic,aliphatic+N,lipid
X50505_POS_10_189.112,C9 H16 O4,0.074070481,COMP_47,C47_OWC_T_B,OWC-transition-B,OWC,transition,B,1.777777778,0.444444444,9,16,0,4,0,0,0,-0.8889,-2,2,-0.2222,aliphatic,aliphatic,protein
X50505_POS_10_189.112,C9 H16 O4,0.455752711,COMP_50,C50_OWC_T_B,OWC-transition-B,OWC,transition,B,1.777777778,0.444444444,9,16,0,4,0,0,0,-0.8889,-2,2,-0.2222,aliphatic,aliphatic,protein
X50505_POS_10_189.112,C9 H16 O4,1.345663663,COMP_15,C15_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.777777778,0.444444444,9,16,0,4,0,0,0,-0.8889,-2,2,-0.2222,aliphatic,aliphatic,protein
X50505_POS_10_189.112,C9 H16 O4,0.037947468,COMP_49,C49_OWC_T_B,OWC-transition-B,OWC,transition,B,1.777777778,0.444444444,9,16,0,4,0,0,0,-0.8889,-2,2,-0.2222,aliphatic,aliphatic,protein
X50505_POS_10_189.112,C9 H16 O4,0.455535551,COMP_48,C48_OWC_T_B,OWC-transition-B,OWC,transition,B,1.777777778,0.444444444,9,16,0,4,0,0,0,-0.8889,-2,2,-0.2222,aliphatic,aliphatic,protein
X50505_POS_10_189.112,C9 H16 O4,0.67820447,COMP_13,C13_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.777777778,0.444444444,9,16,0,4,0,0,0,-0.8889,-2,2,-0.2222,aliphatic,aliphatic,protein
X50505_POS_10_189.112,C9 H16 O4,0.166933519,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.777777778,0.444444444,9,16,0,4,0,0,0,-0.8889,-2,2,-0.2222,aliphatic,aliphatic,protein
X50505_POS_10_189.112,C9 H16 O4,0.247976574,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,1.777777778,0.444444444,9,16,0,4,0,0,0,-0.8889,-2,2,-0.2222,aliphatic,aliphatic,protein
X50505_POS_10_189.112,C9 H16 O4,1.337029625,COMP_46,C46_OWC_T_B,OWC-transition-B,OWC,transition,B,1.777777778,0.444444444,9,16,0,4,0,0,0,-0.8889,-2,2,-0.2222,aliphatic,aliphatic,protein
