feature,formula,intensity,sample_name,orbitrap_id,sample_type,site,transect_location,horizon,HC,OC,C,H,N,O,S,P,AImod,NOSC,DBE_AI,DBE,DBE_C,Class,Class_detailed,Class_chem
X18387_POS_7_219.17,C10 H22 O3 N2,0.315856232,COMP_06,C6_MSM_T_O,MSM-transition-O,MSM,transition,O,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,3.095886046,COMP_20,C20_MSM_U_B,MSM-upland-B,MSM,upland,B,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,1.009405256,COMP_34,C34_OWC_T_A,OWC-transition-A,OWC,transition,A,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,0.661714759,COMP_05,C5_MSM_U_O,MSM-upland-O,MSM,upland,O,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,0.091168519,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,13.33679762,COMP_32,C32_OWC_T_A,OWC-transition-A,OWC,transition,A,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,0.050422202,COMP_22,C22_MSM_T_B,MSM-transition-B,MSM,transition,B,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,0.225500269,COMP_02,C2_MSM_U_O,MSM-upland-O,MSM,upland,O,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,6.537696254,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,0.02674765,COMP_25,C25_MSM_T_B,MSM-transition-B,MSM,transition,B,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,5.121778911,COMP_11,C11_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,0.16702452,COMP_33,C33_OWC_T_A,OWC-transition-A,OWC,transition,A,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,0.457054324,COMP_19,C19_MSM_U_B,MSM-upland-B,MSM,upland,B,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,0.108867077,COMP_31,C31_OWC_T_A,OWC-transition-A,OWC,transition,A,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,0.279350199,COMP_10,C10_MSM_T_O,MSM-transition-O,MSM,transition,O,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,3.800703802,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,0.013700022,COMP_23,C23_MSM_T_B,MSM-transition-B,MSM,transition,B,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,0.666221785,COMP_07,C7_MSM_T_O,MSM-transition-O,MSM,transition,O,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,2.899093897,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,0.051567561,COMP_01,C1_MSM_U_O,MSM-upland-O,MSM,upland,O,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,0.14770582,COMP_08,C8_MSM_T_O,MSM-transition-O,MSM,transition,O,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18387_POS_7_219.17,C10 H22 O3 N2,0.145494717,COMP_09,C9_MSM_T_O,MSM-transition-O,MSM,transition,O,2.2,0.3,10,22,2,3,0,0,-0.3846,-1,-4,1,-0.4,aliphatic,lipid,lipid
X18389_POS_7_236.985,C10 H4 O5 S1,0.232925711,COMP_05,C5_MSM_U_O,MSM-upland-O,MSM,upland,O,0.4,0.5,10,4,0,5,1,0,0.8462,0.8,3,9,0.3,condensed aromatic,condensed aromatic,condensed HC
X18389_POS_7_236.985,C10 H4 O5 S1,10.65770938,COMP_09,C9_MSM_T_O,MSM-transition-O,MSM,transition,O,0.4,0.5,10,4,0,5,1,0,0.8462,0.8,3,9,0.3,condensed aromatic,condensed aromatic,condensed HC
X18389_POS_7_236.985,C10 H4 O5 S1,0.218289512,COMP_02,C2_MSM_U_O,MSM-upland-O,MSM,upland,O,0.4,0.5,10,4,0,5,1,0,0.8462,0.8,3,9,0.3,condensed aromatic,condensed aromatic,condensed HC
X18389_POS_7_236.985,C10 H4 O5 S1,0.779676052,COMP_07,C7_MSM_T_O,MSM-transition-O,MSM,transition,O,0.4,0.5,10,4,0,5,1,0,0.8462,0.8,3,9,0.3,condensed aromatic,condensed aromatic,condensed HC
X18389_POS_7_236.985,C10 H4 O5 S1,4.279210683,COMP_03,C3_MSM_U_O,MSM-upland-O,MSM,upland,O,0.4,0.5,10,4,0,5,1,0,0.8462,0.8,3,9,0.3,condensed aromatic,condensed aromatic,condensed HC
X18389_POS_7_236.985,C10 H4 O5 S1,0.143780195,COMP_06,C6_MSM_T_O,MSM-transition-O,MSM,transition,O,0.4,0.5,10,4,0,5,1,0,0.8462,0.8,3,9,0.3,condensed aromatic,condensed aromatic,condensed HC
X18389_POS_7_236.985,C10 H4 O5 S1,0.180286843,COMP_10,C10_MSM_T_O,MSM-transition-O,MSM,transition,O,0.4,0.5,10,4,0,5,1,0,0.8462,0.8,3,9,0.3,condensed aromatic,condensed aromatic,condensed HC
X18389_POS_7_236.985,C10 H4 O5 S1,0.16689241,COMP_04,C4_MSM_U_O,MSM-upland-O,MSM,upland,O,0.4,0.5,10,4,0,5,1,0,0.8462,0.8,3,9,0.3,condensed aromatic,condensed aromatic,condensed HC
X18389_POS_7_236.985,C10 H4 O5 S1,12.84642473,COMP_01,C1_MSM_U_O,MSM-upland-O,MSM,upland,O,0.4,0.5,10,4,0,5,1,0,0.8462,0.8,3,9,0.3,condensed aromatic,condensed aromatic,condensed HC
X18389_POS_7_236.985,C10 H4 O5 S1,21.35486007,COMP_08,C8_MSM_T_O,MSM-transition-O,MSM,transition,O,0.4,0.5,10,4,0,5,1,0,0.8462,0.8,3,9,0.3,condensed aromatic,condensed aromatic,condensed HC
X18391_POS_7_255.102,C16 H14 O3,199.6254881,COMP_07,C7_MSM_T_O,MSM-transition-O,MSM,transition,O,0.875,0.1875,16,14,0,3,0,0,0.5862,-0.5,7,10,0.4375,aromatic,aromatic,lignin
X18391_POS_7_255.102,C16 H14 O3,9.804817472,COMP_04,C4_MSM_U_O,MSM-upland-O,MSM,upland,O,0.875,0.1875,16,14,0,3,0,0,0.5862,-0.5,7,10,0.4375,aromatic,aromatic,lignin
X18391_POS_7_255.102,C16 H14 O3,0.589321489,COMP_10,C10_MSM_T_O,MSM-transition-O,MSM,transition,O,0.875,0.1875,16,14,0,3,0,0,0.5862,-0.5,7,10,0.4375,aromatic,aromatic,lignin
X18391_POS_7_255.102,C16 H14 O3,20.76141078,COMP_02,C2_MSM_U_O,MSM-upland-O,MSM,upland,O,0.875,0.1875,16,14,0,3,0,0,0.5862,-0.5,7,10,0.4375,aromatic,aromatic,lignin
X18391_POS_7_255.102,C16 H14 O3,2.495494454,COMP_03,C3_MSM_U_O,MSM-upland-O,MSM,upland,O,0.875,0.1875,16,14,0,3,0,0,0.5862,-0.5,7,10,0.4375,aromatic,aromatic,lignin
X18391_POS_7_255.102,C16 H14 O3,4.447290892,COMP_01,C1_MSM_U_O,MSM-upland-O,MSM,upland,O,0.875,0.1875,16,14,0,3,0,0,0.5862,-0.5,7,10,0.4375,aromatic,aromatic,lignin
X18391_POS_7_255.102,C16 H14 O3,0.099577628,COMP_09,C9_MSM_T_O,MSM-transition-O,MSM,transition,O,0.875,0.1875,16,14,0,3,0,0,0.5862,-0.5,7,10,0.4375,aromatic,aromatic,lignin
X18391_POS_7_255.102,C16 H14 O3,0.130953722,COMP_06,C6_MSM_T_O,MSM-transition-O,MSM,transition,O,0.875,0.1875,16,14,0,3,0,0,0.5862,-0.5,7,10,0.4375,aromatic,aromatic,lignin
X18391_POS_7_255.102,C16 H14 O3,0.058945467,COMP_05,C5_MSM_U_O,MSM-upland-O,MSM,upland,O,0.875,0.1875,16,14,0,3,0,0,0.5862,-0.5,7,10,0.4375,aromatic,aromatic,lignin
X18391_POS_7_255.102,C16 H14 O3,0.271708477,COMP_08,C8_MSM_T_O,MSM-transition-O,MSM,transition,O,0.875,0.1875,16,14,0,3,0,0,0.5862,-0.5,7,10,0.4375,aromatic,aromatic,lignin
X18394_POS_7_269.247,C17 H32 O2,0.001527266,COMP_21,C21_MSM_T_B,MSM-transition-B,MSM,transition,B,1.882352941,0.117647059,17,32,0,2,0,0,0.0625,-1.6471,0,2,0,aliphatic,aliphatic,lipid
X18394_POS_7_269.247,C17 H32 O2,0.612598472,COMP_09,C9_MSM_T_O,MSM-transition-O,MSM,transition,O,1.882352941,0.117647059,17,32,0,2,0,0,0.0625,-1.6471,0,2,0,aliphatic,aliphatic,lipid
X18394_POS_7_269.247,C17 H32 O2,0.076120024,COMP_25,C25_MSM_T_B,MSM-transition-B,MSM,transition,B,1.882352941,0.117647059,17,32,0,2,0,0,0.0625,-1.6471,0,2,0,aliphatic,aliphatic,lipid
X18394_POS_7_269.247,C17 H32 O2,3.366719617,COMP_23,C23_MSM_T_B,MSM-transition-B,MSM,transition,B,1.882352941,0.117647059,17,32,0,2,0,0,0.0625,-1.6471,0,2,0,aliphatic,aliphatic,lipid
X18394_POS_7_269.247,C17 H32 O2,0.281557229,COMP_06,C6_MSM_T_O,MSM-transition-O,MSM,transition,O,1.882352941,0.117647059,17,32,0,2,0,0,0.0625,-1.6471,0,2,0,aliphatic,aliphatic,lipid
X18394_POS_7_269.247,C17 H32 O2,0.397217407,COMP_07,C7_MSM_T_O,MSM-transition-O,MSM,transition,O,1.882352941,0.117647059,17,32,0,2,0,0,0.0625,-1.6471,0,2,0,aliphatic,aliphatic,lipid
X18394_POS_7_269.247,C17 H32 O2,4.881773647,COMP_08,C8_MSM_T_O,MSM-transition-O,MSM,transition,O,1.882352941,0.117647059,17,32,0,2,0,0,0.0625,-1.6471,0,2,0,aliphatic,aliphatic,lipid
X18394_POS_7_269.247,C17 H32 O2,5.502238527,COMP_10,C10_MSM_T_O,MSM-transition-O,MSM,transition,O,1.882352941,0.117647059,17,32,0,2,0,0,0.0625,-1.6471,0,2,0,aliphatic,aliphatic,lipid
X18394_POS_7_269.247,C17 H32 O2,11.65017328,COMP_22,C22_MSM_T_B,MSM-transition-B,MSM,transition,B,1.882352941,0.117647059,17,32,0,2,0,0,0.0625,-1.6471,0,2,0,aliphatic,aliphatic,lipid
X18406_POS_8_101.096,C6 H12 O1,0.112056124,COMP_07,C7_MSM_T_O,MSM-transition-O,MSM,transition,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.013036983,COMP_42,C42_OWC_U_B,OWC-upland-B,OWC,upland,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.020552195,COMP_32,C32_OWC_T_A,OWC-transition-A,OWC,transition,A,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.012828747,COMP_35,C35_OWC_T_A,OWC-transition-A,OWC,transition,A,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.947233237,COMP_04,C4_MSM_U_O,MSM-upland-O,MSM,upland,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.026613719,COMP_15,C15_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.094483296,COMP_33,C33_OWC_T_A,OWC-transition-A,OWC,transition,A,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.14815162,COMP_27,C27_OWC_U_A,OWC-upland-A,OWC,upland,A,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.10098421,COMP_41,C41_OWC_U_B,OWC-upland-B,OWC,upland,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.017952167,COMP_38,C38_OWC_W_A,OWC-wetland-A,OWC,wetland,A,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.015945686,COMP_36,C36_OWC_W_A,OWC-wetland-A,OWC,wetland,A,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.231642615,COMP_47,C47_OWC_T_B,OWC-transition-B,OWC,transition,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.136798825,COMP_03,C3_MSM_U_O,MSM-upland-O,MSM,upland,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.068242623,COMP_30,C30_OWC_U_A,OWC-upland-A,OWC,upland,A,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.226578781,COMP_43,C43_OWC_U_B,OWC-upland-B,OWC,upland,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.48869858,COMP_20,C20_MSM_U_B,MSM-upland-B,MSM,upland,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.019981734,COMP_12,C12_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.052089286,COMP_48,C48_OWC_T_B,OWC-transition-B,OWC,transition,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.067741072,COMP_18,C18_MSM_U_B,MSM-upland-B,MSM,upland,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.019562969,COMP_14,C14_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.155152877,COMP_13,C13_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.03473515,COMP_25,C25_MSM_T_B,MSM-transition-B,MSM,transition,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.043987036,COMP_05,C5_MSM_U_O,MSM-upland-O,MSM,upland,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.017859804,COMP_45,C45_OWC_U_B,OWC-upland-B,OWC,upland,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.07207874,COMP_01,C1_MSM_U_O,MSM-upland-O,MSM,upland,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.017728761,COMP_50,C50_OWC_T_B,OWC-transition-B,OWC,transition,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.016697847,COMP_22,C22_MSM_T_B,MSM-transition-B,MSM,transition,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.065205764,COMP_28,C28_OWC_U_A,OWC-upland-A,OWC,upland,A,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.030701923,COMP_29,C29_OWC_U_A,OWC-upland-A,OWC,upland,A,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.310629429,COMP_02,C2_MSM_U_O,MSM-upland-O,MSM,upland,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.014248768,COMP_11,C11_MSM_W_O,MSM-wetland-O,MSM,wetland,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.02579252,COMP_37,C37_OWC_W_A,OWC-wetland-A,OWC,wetland,A,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,2.195453928,COMP_23,C23_MSM_T_B,MSM-transition-B,MSM,transition,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.015359972,COMP_17,C17_MSM_U_B,MSM-upland-B,MSM,upland,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,403.8170298,COMP_21,C21_MSM_T_B,MSM-transition-B,MSM,transition,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.431346473,COMP_16,C16_MSM_U_B,MSM-upland-B,MSM,upland,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.115242128,COMP_46,C46_OWC_T_B,OWC-transition-B,OWC,transition,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.051128847,COMP_06,C6_MSM_T_O,MSM-transition-O,MSM,transition,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.030509318,COMP_10,C10_MSM_T_O,MSM-transition-O,MSM,transition,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,521.9383427,COMP_40,C40_OWC_W_A,OWC-wetland-A,OWC,wetland,A,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,2.070416671,COMP_19,C19_MSM_U_B,MSM-upland-B,MSM,upland,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.010949757,COMP_49,C49_OWC_T_B,OWC-transition-B,OWC,transition,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.132773012,COMP_08,C8_MSM_T_O,MSM-transition-O,MSM,transition,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,1.226639625,COMP_34,C34_OWC_T_A,OWC-transition-A,OWC,transition,A,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.038577282,COMP_44,C44_OWC_U_B,OWC-upland-B,OWC,upland,B,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.021114602,COMP_26,C26_OWC_U_A,OWC-upland-A,OWC,upland,A,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.015033692,COMP_09,C9_MSM_T_O,MSM-transition-O,MSM,transition,O,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18406_POS_8_101.096,C6 H12 O1,0.122934907,COMP_31,C31_OWC_T_A,OWC-transition-A,OWC,transition,A,2,0.166666667,6,12,0,1,0,0,0.0909,-1.6667,0,1,0,aliphatic,lipid,lipid
X18407_POS_8_103.087,C4 H10 O1 N2,0.087600847,COMP_25,C25_MSM_T_B,MSM-transition-B,MSM,transition,B,2.5,0.25,4,10,2,1,0,0,-1,-0.5,-2,1,-0.5,aliphatic,lipid,lipid
X18407_POS_8_103.087,C4 H10 O1 N2,0.026041292,COMP_19,C19_MSM_U_B,MSM-upland-B,MSM,upland,B,2.5,0.25,4,10,2,1,0,0,-1,-0.5,-2,1,-0.5,aliphatic,lipid,lipid
X18407_POS_8_103.087,C4 H10 O1 N2,0.031676083,COMP_16,C16_MSM_U_B,MSM-upland-B,MSM,upland,B,2.5,0.25,4,10,2,1,0,0,-1,-0.5,-2,1,-0.5,aliphatic,lipid,lipid
X18407_POS_8_103.087,C4 H10 O1 N2,0.072592348,COMP_18,C18_MSM_U_B,MSM-upland-B,MSM,upland,B,2.5,0.25,4,10,2,1,0,0,-1,-0.5,-2,1,-0.5,aliphatic,lipid,lipid
X18407_POS_8_103.087,C4 H10 O1 N2,22.33626167,COMP_21,C21_MSM_T_B,MSM-transition-B,MSM,transition,B,2.5,0.25,4,10,2,1,0,0,-1,-0.5,-2,1,-0.5,aliphatic,lipid,lipid
X18407_POS_8_103.087,C4 H10 O1 N2,0.020950484,COMP_17,C17_MSM_U_B,MSM-upland-B,MSM,upland,B,2.5,0.25,4,10,2,1,0,0,-1,-0.5,-2,1,-0.5,aliphatic,lipid,lipid
X18407_POS_8_103.087,C4 H10 O1 N2,0.298765795,COMP_20,C20_MSM_U_B,MSM-upland-B,MSM,upland,B,2.5,0.25,4,10,2,1,0,0,-1,-0.5,-2,1,-0.5,aliphatic,lipid,lipid
X18407_POS_8_103.087,C4 H10 O1 N2,0.038083241,COMP_22,C22_MSM_T_B,MSM-transition-B,MSM,transition,B,2.5,0.25,4,10,2,1,0,0,-1,-0.5,-2,1,-0.5,aliphatic,lipid,lipid
X18407_POS_8_103.087,C4 H10 O1 N2,0.007121755,COMP_23,C23_MSM_T_B,MSM-transition-B,MSM,transition,B,2.5,0.25,4,10,2,1,0,0,-1,-0.5,-2,1,-0.5,aliphatic,lipid,lipid
X18408_POS_8_104.071,C4 H9 O2 N1,0.022974577,COMP_05,C5_MSM_U_O,MSM-upland-O,MSM,upland,O,2.25,0.5,4,9,1,2,0,0,-0.5,-0.5,-2,1,-0.5,aliphatic,lipid,protein
X18408_POS_8_104.071,C4 H9 O2 N1,0.547026517,COMP_02,C2_MSM_U_O,MSM-upland-O,MSM,upland,O,2.25,0.5,4,9,1,2,0,0,-0.5,-0.5,-2,1,-0.5,aliphatic,lipid,protein
X18408_POS_8_104.071,C4 H9 O2 N1,3.158105706,COMP_01,C1_MSM_U_O,MSM-upland-O,MSM,upland,O,2.25,0.5,4,9,1,2,0,0,-0.5,-0.5,-2,1,-0.5,aliphatic,lipid,protein
X18408_POS_8_104.071,C4 H9 O2 N1,5.233177901,COMP_04,C4_MSM_U_O,MSM-upland-O,MSM,upland,O,2.25,0.5,4,9,1,2,0,0,-0.5,-0.5,-2,1,-0.5,aliphatic,lipid,protein
X18408_POS_8_104.071,C4 H9 O2 N1,0.061692302,COMP_03,C3_MSM_U_O,MSM-upland-O,MSM,upland,O,2.25,0.5,4,9,1,2,0,0,-0.5,-0.5,-2,1,-0.5,aliphatic,lipid,protein
X18409_POS_8_104.107,C5 H13 O1 N1,4.467668333,COMP_20,C20_MSM_U_B,MSM-upland-B,MSM,upland,B,2.6,0.2,5,13,1,1,0,0,-0.4286,-1.6,-2,0,-0.4,aliphatic,lipid,other
X18409_POS_8_104.107,C5 H13 O1 N1,0.638188688,COMP_17,C17_MSM_U_B,MSM-upland-B,MSM,upland,B,2.6,0.2,5,13,1,1,0,0,-0.4286,-1.6,-2,0,-0.4,aliphatic,lipid,other
X18409_POS_8_104.107,C5 H13 O1 N1,0.04441971,COMP_19,C19_MSM_U_B,MSM-upland-B,MSM,upland,B,2.6,0.2,5,13,1,1,0,0,-0.4286,-1.6,-2,0,-0.4,aliphatic,lipid,other
X18409_POS_8_104.107,C5 H13 O1 N1,4.782073506,COMP_18,C18_MSM_U_B,MSM-upland-B,MSM,upland,B,2.6,0.2,5,13,1,1,0,0,-0.4286,-1.6,-2,0,-0.4,aliphatic,lipid,other
X18409_POS_8_104.107,C5 H13 O1 N1,0.471239322,COMP_16,C16_MSM_U_B,MSM-upland-B,MSM,upland,B,2.6,0.2,5,13,1,1,0,0,-0.4286,-1.6,-2,0,-0.4,aliphatic,lipid,other
